id,word,alt,bee,group,nTried,nMistakes,weight
784,acceptance,,one,champions,0,0,1
785,rugby,,one,champions,0,0,1
786,shore,,one,champions,0,0,1
787,yippee,,one,champions,0,0,1
788,wand,,one,champions,0,0,1
789,Merlin,,one,champions,0,0,1
790,carnation,,one,champions,0,0,1
791,neaten,,one,champions,0,0,1
792,depose,,one,champions,0,0,1
793,frock,,one,champions,0,0,1
794,camcorder,,one,champions,0,0,1
795,gossip,,one,champions,0,0,1
796,version,,one,champions,0,0,1
797,fluid,,one,champions,0,0,1
798,vlogging,,one,champions,0,0,1
799,diversity,,one,champions,0,0,1
800,spangled,,one,champions,0,0,1
801,barbie,,one,champions,0,0,1
802,delta,,one,champions,0,0,1
803,handyman,,one,champions,0,0,1
804,stewardship,,one,champions,0,0,1
805,gruel,,one,champions,0,0,1
806,groom,,one,champions,0,0,1
807,trice,,one,champions,0,0,1
808,brick,,one,champions,0,0,1
809,privet,,one,champions,0,0,1
810,debunk,,one,champions,0,0,1
811,ballad,,one,champions,0,0,1
812,chide,,one,champions,0,0,1
813,atonement,,one,champions,0,0,1
814,citation,,one,champions,0,0,1
815,hardtack,,one,champions,0,0,1
816,rabid,,one,champions,0,0,1
817,teenagers,,one,champions,0,0,1
818,peat,,one,champions,0,0,1
819,harrowing,,one,champions,0,0,1
820,hobble,,one,champions,0,0,1
821,peddle,,one,champions,0,0,1
822,effortless,,one,champions,0,0,1
823,moped,,one,champions,0,0,1
824,groats,,one,champions,0,0,1
825,Highlands,,one,champions,0,0,1
826,antsy,,two,study,0,0,1
827,hover,,two,study,0,0,1
828,mention,,two,study,0,0,1
829,bracelet,,two,study,0,0,1
830,cruel,,two,study,0,0,1
831,dolce,,two,study,0,0,1
832,ancestors,,two,study,0,0,1
833,inwardly,,two,study,0,0,1
834,schedule,,two,study,0,0,1
835,opus,,two,study,0,0,1
836,convulsive,,two,study,0,0,1
837,billow,,two,study,0,0,1
838,posh,,two,study,0,0,1
839,Canada,,two,study,0,0,1
840,spoken,,two,study,0,0,1
841,record,,two,study,0,0,1
842,bridge,,two,study,0,0,1
843,mobility,,two,study,0,0,1
844,eddy,,two,study,0,0,1
845,fanged,,two,study,0,0,1
846,bough,,two,study,0,0,1
847,goblins,,two,study,0,0,1
848,splutter,,two,study,0,0,1
849,convince,,two,study,0,0,1
850,grateful,,two,study,0,0,1
851,pedestrian,,two,study,0,0,1
852,snorkels,,two,study,0,0,1
853,jasper,,two,study,0,0,1
854,lullaby,,two,study,0,0,1
855,berth,,two,study,0,0,1
856,deference,,two,study,0,0,1
857,detergent,,two,study,0,0,1
858,toga,,two,study,0,0,1
859,pinpoint,,two,study,0,0,1
860,bison,,two,study,0,0,1
861,wisdom,,two,study,0,0,1
862,listlessly,,two,study,0,0,1
863,gesture,,two,study,0,0,1
864,tangents,,two,study,0,0,1
865,sheathed,,two,study,0,0,1
866,strum,,two,study,0,0,1
867,dangerous,,two,study,0,0,1
868,pluck,,two,study,0,0,1
869,squid,,two,study,0,0,1
870,Frisbee,,two,study,0,0,1
871,teeter,,two,study,0,0,1
872,chives,,two,study,0,0,1
873,rallies,,two,study,0,0,1
874,pastry,,two,study,0,0,1
875,coveralls,,two,study,0,0,1
876,ponytail,,two,study,0,0,1
877,clatter,,two,study,0,0,1
878,snout,,two,study,0,0,1
879,tumbling,,two,study,0,0,1
880,cradle,,two,study,0,0,1
881,firefly,,two,study,0,0,1
882,serious,,two,study,0,0,1
883,banners,,two,study,0,0,1
884,humor,humour,two,study,0,0,1
885,slate,,two,study,0,0,1
886,drape,,two,study,0,0,1
887,countless,,two,study,0,0,1
888,hideout,,two,study,0,0,1
889,ruins,,two,study,0,0,1
890,Mexico,,two,study,0,0,1
891,glazed,,two,study,0,0,1
892,scanner,,two,study,0,0,1
893,oncoming,,two,study,0,0,1
894,flimsy,,two,study,0,0,1
895,launch,,two,study,0,0,1
896,rubble,,two,study,0,0,1
897,tourists,,two,study,0,0,1
898,laughter,,two,study,0,0,1
899,window,,two,study,0,0,1
900,meeting,,two,study,0,0,1
901,plush,,two,study,0,0,1
902,helmet,,two,study,0,0,1
903,whimper,,two,study,0,0,1
904,cautioned,,two,study,0,0,1
905,flurry,,two,study,0,0,1
906,glisten,,two,study,0,0,1
907,accuse,,two,study,0,0,1
908,drowsy,,two,study,0,0,1
909,scoff,,two,study,0,0,1
910,opposite,,two,study,0,0,1
911,instrument,,two,study,0,0,1
912,blissfully,,two,study,0,0,1
913,coarse,,two,study,0,0,1
914,activists,,two,study,0,0,1
915,commute,,two,study,0,0,1
916,cocoa,,two,study,0,0,1
917,nutrients,,two,study,0,0,1
918,scarcely,,two,study,0,0,1
919,stretcher,,two,study,0,0,1
920,lairs,,two,study,0,0,1
921,hybrid,,two,study,0,0,1
922,mustard,,two,study,0,0,1
923,formation,,two,study,0,0,1
924,previous,,two,study,0,0,1
925,imposing,,two,study,0,0,1
926,complicated,,two,study,0,0,1
927,unnoticed,,two,study,0,0,1
928,agreement,,two,study,0,0,1
929,dappled,,two,study,0,0,1
930,rustle,,two,study,0,0,1
931,chef,,two,study,0,0,1
932,crease,,two,study,0,0,1
933,whales,,two,study,0,0,1
934,mislead,,two,study,0,0,1
935,subtitles,,two,study,0,0,1
936,fragment,,two,study,0,0,1
937,retreat,,two,study,0,0,1
938,implore,,two,study,0,0,1
939,lento,,two,study,0,0,1
940,Scandinavia,,two,study,0,0,1
941,haggis,,two,study,0,0,1
942,expression,,two,study,0,0,1
943,violin,,two,study,0,0,1
944,binary,,two,study,0,0,1
945,semicolon,,two,study,0,0,1
946,patent,,two,study,0,0,1
947,incantations,,two,study,0,0,1
948,treble,,two,study,0,0,1
949,Baltic,,two,study,0,0,1
950,ventured,,two,study,0,0,1
951,deities,,two,study,0,0,1
952,feta,,two,study,0,0,1
953,proverb,,two,study,0,0,1
954,indecipherable,,two,study,0,0,1
955,podium,,two,study,0,0,1
956,terraced,,two,study,0,0,1
957,Aztec,,two,study,0,0,1
958,laboratory,,two,study,0,0,1
959,sinister,,two,study,0,0,1
960,runes,,two,study,0,0,1
961,mantle,,two,study,0,0,1
962,streamlet,,two,study,0,0,1
963,strait,,two,study,0,0,1
964,congratulate,,two,study,0,0,1
965,fountain,,two,study,0,0,1
966,curtly,,two,study,0,0,1
967,garish,,two,study,0,0,1
968,gilded,,two,study,0,0,1
969,contingent,,two,study,0,0,1
970,swerve,,two,study,0,0,1
971,president,,two,study,0,0,1
972,depths,,two,study,0,0,1
973,Oregon,,two,study,0,0,1
974,purpose,,two,study,0,0,1
975,hexagonal,,two,champions,0,0,1
976,litmus,,two,champions,0,0,1
977,seethe,,two,champions,0,0,1
978,antiquarian,,two,champions,0,0,1
979,phalanges,,two,champions,0,0,1
980,bachelorette,,two,champions,0,0,1
981,frontier,,two,champions,0,0,1
982,unctuous,,two,champions,0,0,1
983,fluoride,,two,champions,0,0,1
984,moorage,,two,champions,0,0,1
985,Minotaur,,two,champions,0,0,1
986,intermezzo,,two,champions,0,0,1
987,edification,,two,champions,0,0,1
988,unabated,,two,champions,0,0,1
989,petrifying,,two,champions,0,0,1
990,specimen,,two,champions,0,0,1
991,interlocutor,,two,champions,0,0,1
992,machete,,two,champions,0,0,1
993,dulcet,,two,champions,0,0,1
994,salubrious,,two,champions,0,0,1
995,rotisserie,,two,champions,0,0,1
996,apogee,,two,champions,0,0,1
997,decrepitude,,two,champions,0,0,1
998,mackerel,,two,champions,0,0,1
999,laureate,,two,champions,0,0,1
1000,hiatus,,two,champions,0,0,1
1001,redux,,two,champions,0,0,1
1002,callow,,two,champions,0,0,1
1003,Goliath,,two,champions,0,0,1
1004,epilepsy,,two,champions,0,0,1
1005,importunate,,two,champions,0,0,1
1006,recuperation,,two,champions,0,0,1
1007,citronella,,two,champions,0,0,1
1008,palliative,,two,champions,0,0,1
1009,duodenum,,two,champions,0,0,1
1010,valorous,valourous,two,champions,0,0,1
1011,isotopic,,two,champions,0,0,1
1012,nobiliary,,two,champions,0,0,1
1013,commerce,,two,champions,0,0,1
1014,keratitis,,two,champions,0,0,1
1015,obediential,,two,champions,0,0,1
1016,odiferous,,two,champions,0,0,1
1017,combination,,two,champions,0,0,1
1018,torrent,,two,champions,0,0,1
1019,arsenic,,two,champions,0,0,1
1020,accomplice,,two,champions,0,0,1
1021,contrariwise,,two,champions,0,0,1
1022,paneer,panir,two,champions,0,0,1
1023,omnibus,,two,champions,0,0,1
1024,biscotti,,two,champions,0,0,1
1025,calibrate,,two,champions,0,0,1
1026,freesia,,two,champions,0,0,1
1027,exoneration,,two,champions,0,0,1
1028,duvet,,two,champions,0,0,1
1029,turpitude,,two,champions,0,0,1
1030,dramaturgy,,two,champions,0,0,1
1031,murmuration,,two,champions,0,0,1
1032,Clydesdale,,two,champions,0,0,1
1033,phonics,,two,champions,0,0,1
1034,biscuit,,two,champions,0,0,1
1035,flourish,,two,champions,0,0,1
1036,beatific,,two,champions,0,0,1
1037,repository,,two,champions,0,0,1
1038,dissipate,,two,champions,0,0,1
1039,splenetic,,two,champions,0,0,1
1040,legato,,two,champions,0,0,1
1041,slovenly,,two,champions,0,0,1
1042,aerobics,,two,champions,0,0,1
1043,paisley,,two,champions,0,0,1
1044,vacuousness,,two,champions,0,0,1
1045,appellation,,two,champions,0,0,1
1046,platitude,,two,champions,0,0,1
1047,calisthenics,,two,champions,0,0,1
1048,carpal,,two,champions,0,0,1
1049,abhorrence,,two,champions,0,0,1
1050,quizzical,,two,champions,0,0,1
1051,kookaburra,,two,champions,0,0,1
1052,invertebrate,,two,champions,0,0,1
1053,kerchief,,two,champions,0,0,1
1054,whimsical,,two,champions,0,0,1
1055,stamina,,two,champions,0,0,1
1056,criteria,,two,champions,0,0,1
1057,reprieve,,two,champions,0,0,1
1058,petroleum,,two,champions,0,0,1
1059,regalia,,two,champions,0,0,1
1060,incinerate,,two,champions,0,0,1
1061,flagon,,two,champions,0,0,1
1062,incoherent,,two,champions,0,0,1
1063,honorific,honourific,two,champions,0,0,1
1064,personnel,,two,champions,0,0,1
1065,heliotrope,,two,champions,0,0,1
1066,napoleon,,two,champions,0,0,1
1067,consequent,,two,champions,0,0,1
1068,tercentenary,,two,champions,0,0,1
1069,vexatious,,two,champions,0,0,1
1070,faux,,two,champions,0,0,1
1071,sophisticated,,two,champions,0,0,1
1072,nebulous,,two,champions,0,0,1
1073,genus,,two,champions,0,0,1
1074,legionnaire,,two,champions,0,0,1
1075,sternutation,,two,champions,0,0,1
1076,subcutaneous,,two,champions,0,0,1
1077,alacrity,,two,champions,0,0,1
1078,choreographer,,two,champions,0,0,1
1079,leguminous,,two,champions,0,0,1
1080,ceramics,,two,champions,0,0,1
1081,mimetic,,two,champions,0,0,1
1082,squander,,two,champions,0,0,1
1083,prenuptial,,two,champions,0,0,1
1084,succulent,,two,champions,0,0,1
1085,bedraggled,,two,champions,0,0,1
1086,rectitude,,two,champions,0,0,1
1087,uranium,,two,champions,0,0,1
1088,inundate,,two,champions,0,0,1
1089,wunderkind,,two,champions,0,0,1
1090,filial,,two,champions,0,0,1
1091,wearisome,,two,champions,0,0,1
1092,visage,,two,champions,0,0,1
1093,fascinator,,two,champions,0,0,1
1094,testimony,,two,champions,0,0,1
1095,superlative,,two,champions,0,0,1
1096,oxygenate,,two,champions,0,0,1
1097,annihilate,,two,champions,0,0,1
1098,sarcophagus,,two,champions,0,0,1
1099,surrogate,,two,champions,0,0,1
1100,terabyte,,two,champions,0,0,1
1101,uncouth,,two,champions,0,0,1
1102,onerous,,two,champions,0,0,1
1103,macrocosm,,two,champions,0,0,1
1104,bulbous,,two,champions,0,0,1
1105,umpirage,,two,champions,0,0,1
1106,heredity,,two,champions,0,0,1
1107,philharmonic,,two,champions,0,0,1
1108,bandanna,bandana,two,champions,0,0,1
1109,manipulable,,two,champions,0,0,1
1110,axiomatic,,two,champions,0,0,1
1111,indefatigable,,two,champions,0,0,1
1112,ulterior,,two,champions,0,0,1
1113,oligarchy,,two,champions,0,0,1
1114,pianola,,two,champions,0,0,1
1115,dignify,,two,champions,0,0,1
1116,allegiance,,two,champions,0,0,1
1117,basaltic,,two,champions,0,0,1
1118,scorpion,,two,champions,0,0,1
1119,planetarium,,two,champions,0,0,1
1120,ecstatic,,two,champions,0,0,1
1121,contusion,,two,champions,0,0,1
1122,mulligan,,two,champions,0,0,1
1123,sabermetrics,,two,champions,0,0,1
1124,elocution,,two,champions,0,0,1
1125,dowager,,two,champions,0,0,1
1126,comparison,,two,champions,0,0,1
1127,diaphanous,,two,champions,0,0,1
1128,agoraphobia,,two,champions,0,0,1
1129,buffet,,two,champions,0,0,1
1130,tortoise,,two,champions,0,0,1
1131,surmountable,,two,champions,0,0,1
1132,endure,,two,champions,0,0,1
1133,bonobo,,two,champions,0,0,1
1134,vituperative,,two,champions,0,0,1
1135,churlish,,two,champions,0,0,1
1136,riviera,,two,champions,0,0,1
1137,laconic,,two,champions,0,0,1
1138,excision,,two,champions,0,0,1
1139,emblazoned,,two,champions,0,0,1
1140,bric-a-brac,,two,champions,0,0,1
1141,longitude,,two,champions,0,0,1
1142,maverick,,two,champions,0,0,1
1143,retrograde,,two,champions,0,0,1
1144,partridge,,two,champions,0,0,1
1145,insignia,,two,champions,0,0,1
1146,binomial,,two,champions,0,0,1
1147,luminance,,two,champions,0,0,1
1148,adjective,,two,champions,0,0,1
1149,elucidate,,two,champions,0,0,1
1150,spatula,,two,champions,0,0,1
1151,triglycerides,,two,champions,0,0,1
1152,stalwart,,two,champions,0,0,1
1153,bumptious,,two,champions,0,0,1
1154,farcical,,two,champions,0,0,1
1155,ghastly,,two,champions,0,0,1
1156,parkour,,two,champions,0,0,1
1157,fealty,,two,champions,0,0,1
1158,perilous,,two,champions,0,0,1
1159,steroid,,two,champions,0,0,1
1160,gullibility,,two,champions,0,0,1
1161,tarantula,,two,champions,0,0,1
1162,cantankerous,,two,champions,0,0,1
1163,vitriolic,,two,champions,0,0,1
1164,crinoline,,two,champions,0,0,1
1165,debris,,two,champions,0,0,1
1166,armaments,,two,champions,0,0,1
1167,versatile,,two,champions,0,0,1
1168,subtlety,,two,champions,0,0,1
1169,hangar,,two,champions,0,0,1
1170,verbena,,two,champions,0,0,1
1171,zirconium,,two,champions,0,0,1
1172,ventriloquy,,two,champions,0,0,1
1173,circumflex,,two,champions,0,0,1
1174,calligram,,two,champions,0,0,1
1175,eczema,,two,champions,0,0,1
1176,theomachy,,two,champions,0,0,1
1177,fibula,,two,champions,0,0,1
1178,aberration,,two,champions,0,0,1
1179,necrotic,,two,champions,0,0,1
1180,eminent,,two,champions,0,0,1
1181,demographics,,two,champions,0,0,1
1182,Jurassic,,two,champions,0,0,1
1183,myoglobin,,two,champions,0,0,1
1184,frugal,,two,champions,0,0,1
1185,achromatic,,two,champions,0,0,1
1186,miscible,,two,champions,0,0,1
1187,soprano,,two,champions,0,0,1
1188,cutis,,two,champions,0,0,1
1189,hyrax,,two,champions,0,0,1
1190,truncheon,,two,champions,0,0,1
1191,educand,,two,champions,0,0,1
1192,Realtor,,two,champions,0,0,1
1193,billabong,,two,champions,0,0,1
1194,bariatrics,,two,champions,0,0,1
1195,throughout,,two,champions,0,0,1
1196,propulsion,,two,champions,0,0,1
1197,assailant,,two,champions,0,0,1
1198,charioteer,,two,champions,0,0,1
1199,solicit,,two,champions,0,0,1
1200,melismatic,,two,champions,0,0,1
1201,spurious,,two,champions,0,0,1
1202,tempeh,,two,champions,0,0,1
1203,statistician,,two,champions,0,0,1
1204,ibuprofen,,two,champions,0,0,1
1205,injurious,,two,champions,0,0,1
1206,anglophile,,two,champions,0,0,1
1207,defiant,,two,champions,0,0,1
1208,substitute,,two,champions,0,0,1
1209,quiddity,,two,champions,0,0,1
1210,karst,,two,champions,0,0,1
1211,Brigadoon,,two,champions,0,0,1
1212,vestibule,,two,champions,0,0,1
1213,ballyhooed,,two,champions,0,0,1
1214,arpeggio,,two,champions,0,0,1
1215,lupine,,two,champions,0,0,1
1216,resuscitate,,two,champions,0,0,1
1217,approbatory,,two,champions,0,0,1
1218,catalepsy,,two,champions,0,0,1
1219,labyrinthine,,two,champions,0,0,1
1220,notoriety,,two,champions,0,0,1
1221,subterranean,,two,champions,0,0,1
1222,aubergine,,two,champions,0,0,1
1223,jalapeño,,two,champions,0,0,1
1224,attributive,,two,champions,0,0,1
1225,plutonomy,,two,champions,0,0,1
1226,lobotomy,,two,champions,0,0,1
1227,assumption,,two,champions,0,0,1
1228,entrepreneur,,two,champions,0,0,1
1229,besieged,,two,champions,0,0,1
1230,placoderm,,two,champions,0,0,1
1231,hermitage,,two,champions,0,0,1
1232,permutation,,two,champions,0,0,1
1233,conference,,two,champions,0,0,1
1234,woebegone,,two,champions,0,0,1
1235,resplendence,,two,champions,0,0,1
1236,aphasia,,two,champions,0,0,1
1237,environs,,two,champions,0,0,1
1238,celebratory,,two,champions,0,0,1
1239,cornucopia,,two,champions,0,0,1
1240,prominent,,two,champions,0,0,1
1241,archetype,,two,champions,0,0,1
1242,travails,,two,champions,0,0,1
1243,antipathy,,two,champions,0,0,1
1244,leviathan,,two,champions,0,0,1
1245,alpaca,,two,champions,0,0,1
1246,duress,,two,champions,0,0,1
1247,eucalyptus,,two,champions,0,0,1
1248,rambunctious,,two,champions,0,0,1
1249,ingenuous,,two,champions,0,0,1
1250,phonetician,,two,champions,0,0,1
1251,macular,,two,champions,0,0,1
1252,simpatico,,two,champions,0,0,1
1253,adhesion,,two,champions,0,0,1
1254,rennet,,two,champions,0,0,1
1255,pinnacle,,two,champions,0,0,1
1256,avalanche,,two,champions,0,0,1
1257,cadge,,two,champions,0,0,1
1258,exodus,,two,champions,0,0,1
1259,philosophize,,two,champions,0,0,1
1260,Requiem,,two,champions,0,0,1
1261,glitterati,,two,champions,0,0,1
1262,transference,,two,champions,0,0,1
1263,uveal,,two,champions,0,0,1
1264,candelabrum,,two,champions,0,0,1
1265,vacillate,,two,champions,0,0,1
1266,phenotype,,two,champions,0,0,1
1267,transposable,,two,champions,0,0,1
1268,thrasonical,,two,champions,0,0,1
1269,trepanation,,two,champions,0,0,1
1270,Holstein,,two,champions,0,0,1
1271,quadrillion,,two,champions,0,0,1
1272,tardigrade,,two,champions,0,0,1
1273,varsity,,two,champions,0,0,1
1274,scholarship,,two,champions,0,0,1
1275,filbert,,two,champions,0,0,1
1276,Galahad,,two,champions,0,0,1
1277,jadeite,,two,champions,0,0,1
1278,peripheral,,two,champions,0,0,1
1279,elevator,,two,champions,0,0,1
1280,chaperonage,,two,champions,0,0,1
1281,frittata,,two,champions,0,0,1
1282,vandalize,,two,champions,0,0,1
1283,chancellor,,two,champions,0,0,1
1284,pauper,,two,champions,0,0,1
1285,epoch,,two,champions,0,0,1
1286,dumbwaiter,,two,champions,0,0,1
1287,allergenic,,two,champions,0,0,1
1288,vocabulary,,two,champions,0,0,1
1289,vassal,,two,champions,0,0,1
1290,panary,,two,champions,0,0,1
1291,tangerine,,two,champions,0,0,1
1292,pervasive,,two,champions,0,0,1
1293,haphazard,,two,champions,0,0,1
1294,legislature,,two,champions,0,0,1
1295,shenanigans,,two,champions,0,0,1
1296,inclusion,,two,champions,0,0,1
1297,physicists,,two,champions,0,0,1
1298,tempura,,two,champions,0,0,1
1299,reggae,,two,champions,0,0,1
1300,futility,,two,champions,0,0,1
1301,untenable,,two,champions,0,0,1
1302,feudalism,,two,champions,0,0,1
1303,malevolent,,two,champions,0,0,1
1304,posada,,two,champions,0,0,1
1305,acquiesce,,two,champions,0,0,1
1306,apothecary,,two,champions,0,0,1
1307,summary,,two,champions,0,0,1
1308,brogue,,two,champions,0,0,1
1309,suet,,two,champions,0,0,1
1310,koto,,two,champions,0,0,1
1311,jingoism,,two,champions,0,0,1
1312,satchel,,two,champions,0,0,1
1313,evanescent,,two,champions,0,0,1
1314,diverge,,two,champions,0,0,1
1315,exemplar,,two,champions,0,0,1
1316,marsupial,,two,champions,0,0,1
1317,trefoil,,two,champions,0,0,1
1318,designer,,two,champions,0,0,1
1319,leisure,,two,champions,0,0,1
1320,vague,,two,champions,0,0,1
1321,wharf,,two,champions,0,0,1
1322,altercation,,two,champions,0,0,1
1323,fratority,,two,champions,0,0,1
1324,cataclysmic,,two,champions,0,0,1
1325,metatarsal,,two,champions,0,0,1
1326,bereavement,,two,champions,0,0,1
1327,carbohydrates,,two,champions,0,0,1
1328,sesame,,two,champions,0,0,1
1329,palatable,,two,champions,0,0,1
1330,gratis,,two,champions,0,0,1
1331,nonvolatile,,two,champions,0,0,1
1332,juvenilia,,two,champions,0,0,1
1333,fomentation,,two,champions,0,0,1
1334,reprisal,,two,champions,0,0,1
1335,astrobleme,,two,champions,0,0,1
1336,sabotage,,two,champions,0,0,1
1337,absolution,,two,champions,0,0,1
1338,rutabaga,,two,champions,0,0,1
1339,espousal,,two,champions,0,0,1
1340,virulence,,two,champions,0,0,1
1341,allocable,,two,champions,0,0,1
1342,effraction,,two,champions,0,0,1
1343,limousine,,two,champions,0,0,1
1344,drupiferous,,two,champions,0,0,1
1345,organelle,,two,champions,0,0,1
1346,osprey,,two,champions,0,0,1
1347,elusive,,two,champions,0,0,1
1348,disproportionate,,two,champions,0,0,1
1349,cayenne,,two,champions,0,0,1
1350,tabernacle,,two,champions,0,0,1
1351,phosphorescent,,two,champions,0,0,1
1352,anxiety,,two,champions,0,0,1
1353,conch,,two,champions,0,0,1
1354,singultus,,two,champions,0,0,1
1355,impromptu,,two,champions,0,0,1
1356,oracle,,two,champions,0,0,1
1357,condemn,,two,champions,0,0,1
1358,scenographer,,two,champions,0,0,1
1359,neuroticism,,two,champions,0,0,1
1360,cannoli,,two,champions,0,0,1
1361,platoon,,two,champions,0,0,1
1362,solstice,,two,champions,0,0,1
1363,swannery,,two,champions,0,0,1
1364,probative,,two,champions,0,0,1
1365,oblique,,two,champions,0,0,1
1366,buoyancy,,two,champions,0,0,1
1367,situation,,two,champions,0,0,1
1368,lumbar,,two,champions,0,0,1
1369,topiary,,two,champions,0,0,1
1370,reverberant,,two,champions,0,0,1
1371,yeanling,,two,champions,0,0,1
1372,homicide,,two,champions,0,0,1
1373,graphologist,,two,champions,0,0,1
1374,principality,,two,champions,0,0,1
1375,Nostradamus,,two,champions,0,0,1
1376,taxonomic,,two,champions,0,0,1
1377,beret,,two,champions,0,0,1
1378,talisman,,two,champions,0,0,1
1379,impecunious,,two,champions,0,0,1
1380,reciprocity,,two,champions,0,0,1
1381,molecule,,two,champions,0,0,1
1382,millennial,,two,champions,0,0,1
1383,ineffable,,two,champions,0,0,1
1384,abnegation,,two,champions,0,0,1
1385,beguile,,two,champions,0,0,1
1386,centenary,,two,champions,0,0,1
1387,matrimony,,two,champions,0,0,1
1388,errata,,two,champions,0,0,1
1389,stipulate,,two,champions,0,0,1
1390,naïveté,naiveté,two,champions,0,0,1
1391,cadence,,two,champions,0,0,1
1392,fido,,two,champions,0,0,1
1393,vehicular,,two,champions,0,0,1
1394,sabbatical,,two,champions,0,0,1
1395,ermine,,two,champions,0,0,1
1396,pugilist,,two,champions,0,0,1
1397,tapioca,,two,champions,0,0,1
1398,festooned,,two,champions,0,0,1
1399,tectonic,,two,champions,0,0,1
1400,wizened,,two,champions,0,0,1
1401,tomfoolery,,two,champions,0,0,1
1402,harrumph,,two,champions,0,0,1
1403,embezzlement,,two,champions,0,0,1
1404,fallacy,,two,champions,0,0,1
1405,asylum,,two,champions,0,0,1
1406,remuneration,,two,champions,0,0,1
1407,expostulate,,two,champions,0,0,1
1408,integument,,two,champions,0,0,1
1409,Hebrides,,two,champions,0,0,1
1410,macaw,,two,champions,0,0,1
1411,perspicacious,,two,champions,0,0,1
1412,reimbursable,,two,champions,0,0,1
1413,jambalaya,,two,champions,0,0,1
1414,geriatric,,two,champions,0,0,1
1415,striation,,two,champions,0,0,1
1416,Appaloosa,,two,champions,0,0,1
1417,ramifications,,two,champions,0,0,1
1418,temerity,,two,champions,0,0,1
1419,egress,,two,champions,0,0,1
1420,geocaching,,two,champions,0,0,1
1421,instigate,,two,champions,0,0,1
1422,obscure,,two,champions,0,0,1
1423,transcription,,two,champions,0,0,1
1424,muchacha,,two,champions,0,0,1
1425,steppe,,two,champions,0,0,1
1426,palpitant,,two,champions,0,0,1
1427,nonchalance,,two,champions,0,0,1
1428,realm,,two,champions,0,0,1
1429,estuary,,two,champions,0,0,1
1430,technician,,two,champions,0,0,1
1431,dietetic,,two,champions,0,0,1
1432,homage,,two,champions,0,0,1
1433,cumulus,,two,champions,0,0,1
1434,essential,,two,champions,0,0,1
1435,seraphic,,two,champions,0,0,1
1436,cameist,,two,champions,0,0,1
1437,scrumptiously,,two,champions,0,0,1
1438,toploftical,,two,champions,0,0,1
1439,noctambulist,,two,champions,0,0,1
1440,visibility,,two,champions,0,0,1
1441,ligament,,two,champions,0,0,1
1442,plenitude,,two,champions,0,0,1
1443,illustrious,,two,champions,0,0,1
1444,symmetrical,,two,champions,0,0,1
1445,pendulous,,two,champions,0,0,1
1446,analepsis,,two,champions,0,0,1
1447,mitigative,,two,champions,0,0,1
1448,pyrite,,two,champions,0,0,1
1449,sacrifice,,two,champions,0,0,1
1450,consternation,,two,champions,0,0,1
1451,escalator,,two,champions,0,0,1
1452,impasto,,two,champions,0,0,1
1453,antagonistic,,two,champions,0,0,1
1454,affront,,two,champions,0,0,1
1455,element,,two,champions,0,0,1
1456,desolate,,two,champions,0,0,1
1457,truncate,,two,champions,0,0,1
1458,pedicure,,two,champions,0,0,1
1459,caftan,kaftan,two,champions,0,0,1
1460,ingratiate,,two,champions,0,0,1
1461,sousaphone,,two,champions,0,0,1
1462,amalgam,,two,champions,0,0,1
1463,carnage,,two,champions,0,0,1
1464,turmeric,,two,champions,0,0,1
1465,zoolatry,,two,champions,0,0,1
1466,ricochet,,two,champions,0,0,1
1467,hackneyed,,two,champions,0,0,1
1468,vespertine,,two,champions,0,0,1
1469,brusque,brusk,two,champions,0,0,1
1470,erstwhile,,two,champions,0,0,1
1471,lolled,,two,champions,0,0,1
1472,osteopath,,two,champions,0,0,1
1473,kaiser,,two,champions,0,0,1
1474,imperious,,two,champions,0,0,1
1475,Egyptian,,two,champions,0,0,1
1476,foible,,two,champions,0,0,1
1477,lousicide,,two,champions,0,0,1
1478,ewer,,two,champions,0,0,1
1479,curfew,,two,champions,0,0,1
1480,schism,,two,champions,0,0,1
1481,dilapidated,,two,champions,0,0,1
1482,peony,,two,champions,0,0,1
1483,urgency,,two,champions,0,0,1
1484,bifurcate,,two,champions,0,0,1
1485,drivel,,two,champions,0,0,1
1486,jettison,,two,champions,0,0,1
1487,Promethean,,two,champions,0,0,1
1488,embassy,,two,champions,0,0,1
1489,contemptuous,,two,champions,0,0,1
1490,okapi,,two,champions,0,0,1
1491,welterweight,,two,champions,0,0,1
1492,scrooge,,two,champions,0,0,1
1493,morose,,two,champions,0,0,1
1494,osmosis,,two,champions,0,0,1
1495,flimflammer,,two,champions,0,0,1
1496,astringent,,two,champions,0,0,1
1497,mademoiselle,,two,champions,0,0,1
1498,nouveau,,two,champions,0,0,1
1499,heterochromia,,two,champions,0,0,1
1500,consul,,two,champions,0,0,1
1501,hermetically,,two,champions,0,0,1
1502,excursion,,two,champions,0,0,1
1503,dreadlocks,,two,champions,0,0,1
1504,theriatrics,,two,champions,0,0,1
1505,cumbersome,,two,champions,0,0,1
1506,affluent,,two,champions,0,0,1
1507,chastise,,two,champions,0,0,1
1508,colic,,two,champions,0,0,1
1509,atomic,,two,champions,0,0,1
1510,fêng,,two,champions,0,0,1
1511,shui,,two,champions,0,0,1
1512,acuity,,two,champions,0,0,1
1513,subliminal,,two,champions,0,0,1
1514,charismatic,,two,champions,0,0,1
1515,phoenix,,two,champions,0,0,1
1516,bastion,,two,champions,0,0,1
