word,level,group
mentor,frequent,CWL
mephitis,frequent,CWL
mercantilism,frequent,CWL
mercenarily,frequent,CWL
mercenary,frequent,CWL
mercurial,frequent,CWL
merely,frequent,CWL
merganser,frequent,CWL
meridian,frequent,CWL
meringue,frequent,CWL
mermaid,frequent,CWL
mermithergate,frequent,CWL
merotomize,frequent,CWL
merriment,frequent,CWL
meshummad,frequent,CWL
mesmerize,frequent,CWL
mesoscale,frequent,CWL
mesoseismal,frequent,CWL
metachrosis,frequent,CWL
metagnomy,frequent,CWL
metallurgical,frequent,CWL
metallurgist,frequent,CWL
metamorphosis,frequent,CWL
metaphor,frequent,CWL
metaphrast,frequent,CWL
metastasize,frequent,CWL
meteoroidal,frequent,CWL
methodical,frequent,CWL
meticulosity,frequent,CWL
metonymy,frequent,CWL
metoposcopy,frequent,CWL
metronome,frequent,CWL
mettwurst,frequent,CWL
meuniere,frequent,CWL
meuse,frequent,CWL
mezzanine,frequent,CWL
miasma,frequent,CWL
Micawber,frequent,CWL
microcosm,frequent,CWL
microfiche,frequent,CWL
micrograph,frequent,CWL
micrurgy,frequent,CWL
midgetism,frequent,CWL
midinette,frequent,CWL
midriff,frequent,CWL
mien,frequent,CWL
mignonette,frequent,CWL
migraine,frequent,CWL
mikado,frequent,CWL
milacre,frequent,CWL
milchig,frequent,CWL
mildewed,frequent,CWL
militancy,frequent,CWL
militia,frequent,CWL
millennialism,frequent,CWL
millennium,frequent,CWL
millinery,frequent,CWL
millionaire,frequent,CWL
mimeograph,frequent,CWL
mimic,frequent,CWL
mimicry,frequent,CWL
mimosa,frequent,CWL
minacious,frequent,CWL
minaret,frequent,CWL
minatory,frequent,CWL
minestrone,frequent,CWL
miniascape,frequent,CWL
miniature,frequent,CWL
miniaturize,frequent,CWL
minimization,frequent,CWL
minor,frequent,CWL
minstrel,frequent,CWL
minuend,frequent,CWL
minuscular,frequent,CWL
minutia,frequent,CWL
mirabelle,frequent,CWL
mirador,frequent,CWL
mirage,frequent,CWL
Miranda,frequent,CWL
mirrored,frequent,CWL
misanthropic,frequent,CWL
miscellanea,frequent,CWL
miscellaneous,frequent,CWL
miscellany,frequent,CWL
mischief,frequent,CWL
mischievous,frequent,CWL
miscible,frequent,CWL
miscreant,frequent,CWL
misdemeanor,frequent,CWL
miserable,frequent,CWL
misericordia,frequent,CWL
misfeasance,frequent,CWL
misnomer,frequent,CWL
misogynistic,frequent,CWL
misogyny,frequent,CWL
misoneism,frequent,CWL
misopedist,frequent,CWL
misprision,frequent,CWL
misshapen,frequent,CWL
missile,frequent,CWL
missionary,frequent,CWL
mistassini,frequent,CWL
mistigris,frequent,CWL
mistletoe,frequent,CWL
mistral,frequent,CWL
misuse,frequent,CWL
mitigate,frequent,CWL
mitigative,frequent,CWL
mitochondrion,frequent,CWL
mitrailleuse,frequent,CWL
mittimus,frequent,CWL
mixology,frequent,CWL
mneme,frequent,CWL
mnemonic,frequent,CWL
mnestic,frequent,CWL
mocha,frequent,CWL
moderate,frequent,CWL
modicum,frequent,CWL
modificative,frequent,CWL
modiste,frequent,CWL
mohair,frequent,CWL
moiety,frequent,CWL
molasses,frequent,CWL
molecule,frequent,CWL
molecules,frequent,CWL
molinary,frequent,CWL
mollify,frequent,CWL
momentousness,frequent,CWL
momentum,frequent,CWL
monadnock,frequent,CWL
monarch,frequent,CWL
monastery,frequent,CWL
monetarily,frequent,CWL
monetary,frequent,CWL
mongoose,frequent,CWL
mongrel,frequent,CWL
monocle,frequent,CWL
monocoque,frequent,CWL
monolith,frequent,CWL
monomachy,frequent,CWL
monomaniacal,frequent,CWL
mononucleosis,frequent,CWL
monopoly,frequent,CWL
monotonous,frequent,CWL
monotony,frequent,CWL
monsoon,frequent,CWL
monstrosity,frequent,CWL
monstrous,frequent,CWL
montage,frequent,CWL
moppet,frequent,CWL
moraine,frequent,CWL
morass,frequent,CWL
moratorium,frequent,CWL
morbid,frequent,CWL
morbidezza,frequent,CWL
morceau,frequent,CWL
mordacious,frequent,CWL
mordancy,frequent,CWL
mores,frequent,CWL
morigeration,frequent,CWL
morion,frequent,CWL
mormorando,frequent,CWL
morose,frequent,CWL
Morpheus,frequent,CWL
mortal,frequent,CWL
mortar,frequent,CWL
mortarboard,frequent,CWL
mortgage,frequent,CWL
mortuary,frequent,CWL
mosaic,frequent,CWL
mosaicist,frequent,CWL
mosque,frequent,CWL
mosquito,frequent,CWL
mosquitoey,frequent,CWL
mostaccioli,frequent,CWL
motley,frequent,CWL
moulage,frequent,CWL
mountain,frequent,CWL
mountebank,frequent,CWL
mourn,frequent,CWL
moussaka,frequent,CWL
mousse,frequent,CWL
mousseline,frequent,CWL
mozambique,frequent,CWL
mozzarella,frequent,CWL
mucedine,frequent,CWL
mucilage,frequent,CWL
mucilaginous,frequent,CWL
mufti,frequent,CWL
mugient,frequent,CWL
mugwump,frequent,CWL
mugwumpery,frequent,CWL
mulberry,frequent,CWL
mulch,frequent,CWL
muliebral,frequent,CWL
mulligan,frequent,CWL
mullion,frequent,CWL
multifarious,frequent,CWL
multiplication,frequent,CWL
multipotent,frequent,CWL
multitude,frequent,CWL
multitudinous,frequent,CWL
mummery,frequent,CWL
mumps,frequent,CWL
municipal,frequent,CWL
municipally,frequent,CWL
munificence,frequent,CWL
murarium,frequent,CWL
murenger,frequent,CWL
murmur,frequent,CWL
murrain,frequent,CWL
musciform,frequent,CWL
muscle,frequent,CWL
musculature,frequent,CWL
muse,frequent,CWL
museum,frequent,CWL
muskmelon,frequent,CWL
muslin,frequent,CWL
mussitation,frequent,CWL
mutable,frequent,CWL
mutafacient,frequent,CWL
mutinous,frequent,CWL
mutton,frequent,CWL
muumuu,frequent,CWL
myasthenia,frequent,CWL
mycophagous,frequent,CWL
myelitis,frequent,CWL
myelopathy,frequent,CWL
mynheer,frequent,CWL
myocarditis,frequent,CWL
myopia,frequent,CWL
myriads,frequent,CWL
myringitis,frequent,CWL
myrmecologist,frequent,CWL
myrmecology,frequent,CWL
myrmidon,frequent,CWL
myrrh,frequent,CWL
mysticity,frequent,CWL
mystique,frequent,CWL
mythologem,frequent,CWL
mythomania,frequent,CWL
nabob,frequent,CWL
nacelle,frequent,CWL
Naderism,frequent,CWL
nadir,frequent,CWL
naiad,frequent,CWL
naiant,frequent,CWL
nainsook,frequent,CWL
name,frequent,CWL
naology,frequent,CWL
napalm,frequent,CWL
naprapathy,frequent,CWL
narcissus,frequent,CWL
narcoleptic,frequent,CWL
narcoticism,frequent,CWL
naricorn,frequent,CWL
narrate,frequent,CWL
narrative,frequent,CWL
narrow,frequent,CWL
narthex,frequent,CWL
nasal,frequent,CWL
nascency,frequent,CWL
nascent,frequent,CWL
nastaliq,frequent,CWL
nasturtium,frequent,CWL
natal,frequent,CWL
natator,frequent,CWL
natatorium,frequent,CWL
Natick,frequent,CWL
naupathia,frequent,CWL
nausea,frequent,CWL
nauseate,frequent,CWL
nauseous,frequent,CWL
nautical,frequent,CWL
nautilus,frequent,CWL
nebula,frequent,CWL
nebulous,frequent,CWL
necessary,frequent,CWL
necklace,frequent,CWL
neckwear,frequent,CWL
necromancy,frequent,CWL
nectar,frequent,CWL
nectarine,frequent,CWL
nefarious,frequent,CWL
negative,frequent,CWL
neglect,frequent,CWL
negligent,frequent,CWL
negotiable,frequent,CWL
negotiate,frequent,CWL
negotiator,frequent,CWL
negus,frequent,CWL
neigh,frequent,CWL
nematocyst,frequent,CWL
nemesis,frequent,CWL
nemoral,frequent,CWL
nenuphar,frequent,CWL
neolalia,frequent,CWL
neologism,frequent,CWL
neomenia,frequent,CWL
neon,frequent,CWL
neonatology,frequent,CWL
neophyte,frequent,CWL
neossology,frequent,CWL
nepenthe,frequent,CWL
nephalism,frequent,CWL
nephelognosy,frequent,CWL
nephelometer,frequent,CWL
nephew,frequent,CWL
nephology,frequent,CWL
nephoscope,frequent,CWL
nephrectomy,frequent,CWL
nepotism,frequent,CWL
nescience,frequent,CWL
nescient,frequent,CWL
nettlesome,frequent,CWL
neuralgia,frequent,CWL
neurasthenic,frequent,CWL
neurokyme,frequent,CWL
neurological,frequent,CWL
neuropathy,frequent,CWL
neurotic,frequent,CWL
neuston,frequent,CWL
neutercane,frequent,CWL
neutral,frequent,CWL
neutralize,frequent,CWL
newel,frequent,CWL
newspaporial,frequent,CWL
nexus,frequent,CWL
Nicaraguan,frequent,CWL
nicety,frequent,CWL
niche,frequent,CWL
nickelodeon,frequent,CWL
nicotinism,frequent,CWL
nictitant,frequent,CWL
nidicolous,frequent,CWL
nidificate,frequent,CWL
nidifugous,frequent,CWL
nidor,frequent,CWL
nidorous,frequent,CWL
niece,frequent,CWL
niello,frequent,CWL
Nietzschean,frequent,CWL
niggardly,frequent,CWL
nightingale,frequent,CWL
nightmare,frequent,CWL
nihilism,frequent,CWL
nimiety,frequent,CWL
nimious,frequent,CWL
nineteenth,frequent,CWL
ninetieth,frequent,CWL
nippy,frequent,CWL
nisei,frequent,CWL
nitidity,frequent,CWL
nitrogen,frequent,CWL
niveau,frequent,CWL
niveous,frequent,CWL
nn,frequent,CWL
nobiliary,frequent,CWL
nobly,frequent,CWL
nocent,frequent,CWL
nociceptor,frequent,CWL
nocive,frequent,CWL
noctivagant,frequent,CWL
nocturnal,frequent,CWL
nocuous,frequent,CWL
nodosity,frequent,CWL
nodule,frequent,CWL
noegenesis,frequent,CWL
noisome,frequent,CWL
nomenclature,frequent,CWL
nominal,frequent,CWL
nomological,frequent,CWL
nonage,frequent,CWL
nonagenarian,frequent,CWL
nonchalance,frequent,CWL
nonchalant,frequent,CWL
noncommittal,frequent,CWL
nondescript,frequent,CWL
nonmetal,frequent,CWL
nonpareil,frequent,CWL
nonplus,frequent,CWL
nonsense,frequent,CWL
nonuple,frequent,CWL
noology,frequent,CWL
noontide,frequent,CWL
normocyte,frequent,CWL
nosocomial,frequent,CWL
nostalgia,frequent,CWL
nostril,frequent,CWL
nostrum,frequent,CWL
notabilia,frequent,CWL
notarize,frequent,CWL
notoriety,frequent,CWL
nougat,frequent,CWL
noumenal,frequent,CWL
novemdecillion,frequent,CWL
novercal,frequent,CWL
novice,frequent,CWL
noxious,frequent,CWL
noxiously,frequent,CWL
noyade,frequent,CWL
nuance,frequent,CWL
nubbin,frequent,CWL
nubilous,frequent,CWL
nuchal,frequent,CWL
nuciform,frequent,CWL
nuclear,frequent,CWL
nugacious,frequent,CWL
nugacity,frequent,CWL
nugatory,frequent,CWL
nugget,frequent,CWL
nuisance,frequent,CWL
nullibicity,frequent,CWL
nullification,frequent,CWL
nullifidian,frequent,CWL
numb,frequent,CWL
numerology,frequent,CWL
numinous,frequent,CWL
numismatist,frequent,CWL
nummary,frequent,CWL
numnah,frequent,CWL
nunchaku,frequent,CWL
nuncio,frequent,CWL
nuncupation,frequent,CWL
nuncupative,frequent,CWL
nuptiality,frequent,CWL
nurture,frequent,CWL
nurturer,frequent,CWL
nutrient,frequent,CWL
nutrition,frequent,CWL
nutritiously,frequent,CWL
nyala,frequent,CWL
nyctalopia,frequent,CWL
nymph,frequent,CWL
nystagmus,frequent,CWL
oakenshaw,frequent,CWL
oakum,frequent,CWL
oarlock,frequent,CWL
oasis,frequent,CWL
obdurate,frequent,CWL
obedient,frequent,CWL
obeisance,frequent,CWL
obeisant,frequent,CWL
obelisk,frequent,CWL
obese,frequent,CWL
obesity,frequent,CWL
obfuscate,frequent,CWL
obfuscatory,frequent,CWL
obituary,frequent,CWL
objective,frequent,CWL
objicient,frequent,CWL
objurgation,frequent,CWL
objurgatory,frequent,CWL
obligation,frequent,CWL
obligatory,frequent,CWL
oblique,frequent,CWL
obliquity,frequent,CWL
obliterative,frequent,CWL
oblivion,frequent,CWL
obliviscence,frequent,CWL
obloquy,frequent,CWL
obmutescence,frequent,CWL
obnounce,frequent,CWL
obreptitious,frequent,CWL
obrogate,frequent,CWL
obsecration,frequent,CWL
obsequious,frequent,CWL
obsessive,frequent,CWL
obsolescence,frequent,CWL
obsolescent,frequent,CWL
obsolete,frequent,CWL
obstacle,frequent,CWL
obstetrician,frequent,CWL
obstetrics,frequent,CWL
obstinate,frequent,CWL
obstreperous,frequent,CWL
obtenebrate,frequent,CWL
obtrusive,frequent,CWL
obtundent,frequent,CWL
obviate,frequent,CWL
obvious,frequent,CWL
ocarina,frequent,CWL
occasion,frequent,CWL
occasionally,frequent,CWL
occipital,frequent,CWL
occision,frequent,CWL
occlude,frequent,CWL
occlusion,frequent,CWL
occult,frequent,CWL
occultation,frequent,CWL
occurrence,frequent,CWL
occurring,frequent,CWL
ocellus,frequent,CWL
ocelot,frequent,CWL
ochlocratic,frequent,CWL
ochlophobia,frequent,CWL
ochlophobist,frequent,CWL
octane,frequent,CWL
octave,frequent,CWL
octavo,frequent,CWL
octogenarian,frequent,CWL
octopus,frequent,CWL
oculauditory,frequent,CWL
oculogyric,frequent,CWL
oculus,frequent,CWL
oddment,frequent,CWL
odious,frequent,CWL
odium,frequent,CWL
odograph,frequent,CWL
odontoloxia,frequent,CWL
odyssey,frequent,CWL
oeuvre,frequent,CWL
officiousness,frequent,CWL
ogive,frequent,CWL
ogle,frequent,CWL
ogre,frequent,CWL
ohm,frequent,CWL
oilcloth,frequent,CWL
ointment,frequent,CWL
okapi,frequent,CWL
oleaginous,frequent,CWL
oleander,frequent,CWL
oleiculture,frequent,CWL
olericulture,frequent,CWL
olfactory,frequent,CWL
oligarchic,frequent,CWL
oligarchy,frequent,CWL
oligophrenia,frequent,CWL
ombrometer,frequent,CWL
ombrophilous,frequent,CWL
ombrophobous,frequent,CWL
ombudsman,frequent,CWL
omega,frequent,CWL
ominous,frequent,CWL
omissible,frequent,CWL
omission,frequent,CWL
omitted,frequent,CWL
omnibus,frequent,CWL
omnifarious,frequent,CWL
omnigenous,frequent,CWL
omnilegent,frequent,CWL
omnipotence,frequent,CWL
omnipotent,frequent,CWL
omniscience,frequent,CWL
omniscient,frequent,CWL
omnivorous,frequent,CWL
onager,frequent,CWL
oncogeny,frequent,CWL
oncology,frequent,CWL
oneiric,frequent,CWL
onerous,frequent,CWL
oniomania,frequent,CWL
onion,frequent,CWL
onionskin,frequent,CWL
onlooker,frequent,CWL
onomastics,frequent,CWL
onomatope,frequent,CWL
onomatopoeia,frequent,CWL
onslaught,frequent,CWL
ontogeny,frequent,CWL
onus,frequent,CWL
onychosis,frequent,CWL
onyx,frequent,CWL
oometer,frequent,CWL
oophagous,frequent,CWL
opacity,frequent,CWL
opah,frequent,CWL
opalescence,frequent,CWL
opalescent,frequent,CWL
opaque,frequent,CWL
opeidoscope,frequent,CWL
operatable,frequent,CWL
operettist,frequent,CWL
ophelimity,frequent,CWL
ophicleide,frequent,CWL
ophiolatry,frequent,CWL
ophthalmic,frequent,CWL
ophthalmologist,frequent,CWL
ophthalmology,frequent,CWL
opiate,frequent,CWL
opine,frequent,CWL
opodeldoc,frequent,CWL
opossum,frequent,CWL
oppidan,frequent,CWL
opportune,frequent,CWL
opportuneness,frequent,CWL
opposition,frequent,CWL
opprobrious,frequent,CWL
opprobrium,frequent,CWL
oppugn,frequent,CWL
optimistic,frequent,CWL
option,frequent,CWL
opulent,frequent,CWL
opusculum,frequent,CWL
oracle,frequent,CWL
orally,frequent,CWL
orator,frequent,CWL
orbital,frequent,CWL
orchard,frequent,CWL
orchestra,frequent,CWL
orchid,frequent,CWL
orchidaceous,frequent,CWL
ordeal,frequent,CWL
ordination,frequent,CWL
ordnance,frequent,CWL
orfevrerie,frequent,CWL
organ,frequent,CWL
oriel,frequent,CWL
orifice,frequent,CWL
oriflamme,frequent,CWL
origami,frequent,CWL
original,frequent,CWL
oriole,frequent,CWL
orison,frequent,CWL
ormolu,frequent,CWL
ornithopter,frequent,CWL
ornithotomy,frequent,CWL
orofacial,frequent,CWL
orogeny,frequent,CWL
orotund,frequent,CWL
orphan,frequent,CWL
orphanage,frequent,CWL
orrery,frequent,CWL
orthodox,frequent,CWL
orthoepy,frequent,CWL
orthogonal,frequent,CWL
orthographize,frequent,CWL
oryx,frequent,CWL
oscillating,frequent,CWL
oscillation,frequent,CWL
oscillatory,frequent,CWL
oscilloscope,frequent,CWL
oscitation,frequent,CWL
osculatory,frequent,CWL
osmosis,frequent,CWL
osprey,frequent,CWL
ossuary,frequent,CWL
ostensible,frequent,CWL
ostentatious,frequent,CWL
ostentatiously,frequent,CWL
osteoclasis,frequent,CWL
osteoporosis,frequent,CWL
ostracism,frequent,CWL
ostracize,frequent,CWL
ostrich,frequent,CWL
otacoustic,frequent,CWL
otalgia,frequent,CWL
otherwise,frequent,CWL
otitis,frequent,CWL
otolaryngology,frequent,CWL
otomycosis,frequent,CWL
otter,frequent,CWL
ottoman,frequent,CWL
oubliette,frequent,CWL
ourselves,frequent,CWL
outlet,frequent,CWL
outrageous,frequent,CWL
ouzo,frequent,CWL
ovation,frequent,CWL
overbearance,frequent,CWL
overcast,frequent,CWL
overcompensate,frequent,CWL
override,frequent,CWL
overriding,frequent,CWL
overt,frequent,CWL
overweening,frequent,CWL
oviparous,frequent,CWL
ovoid,frequent,CWL
oxbow,frequent,CWL
oxen,frequent,CWL
oxidation,frequent,CWL
oximeter,frequent,CWL
oxlip,frequent,CWL
oxydactyl,frequent,CWL
oxygen,frequent,CWL
oxylophyte,frequent,CWL
oxymoron,frequent,CWL
oyez,frequent,CWL
oyster,frequent,CWL
ozonic,frequent,CWL
ozonosphere,frequent,CWL
pabulum,frequent,CWL
pachinko,frequent,CWL
pachyderm,frequent,CWL
pacificator,frequent,CWL
pacifist,frequent,CWL
pacifistically,frequent,CWL
paddock,frequent,CWL
padishah,frequent,CWL
paella,frequent,CWL
pagan,frequent,CWL
pageant,frequent,CWL
pageanteer,frequent,CWL
pageantry,frequent,CWL
pagination,frequent,CWL
pagoda,frequent,CWL
paisley,frequent,CWL
pajamas,frequent,CWL
palace,frequent,CWL
paladin,frequent,CWL
palatable,frequent,CWL
palatial,frequent,CWL
palatially,frequent,CWL
palatinate,frequent,CWL
palaver,frequent,CWL
palazzo,frequent,CWL
paleontology,frequent,CWL
palilalia,frequent,CWL
palimpsest,frequent,CWL
palindrome,frequent,CWL
palladium,frequent,CWL
pallbearer,frequent,CWL
pallescent,frequent,CWL
pallesthesia,frequent,CWL
palliate,frequent,CWL
palliative,frequent,CWL
pallor,frequent,CWL
palmyra,frequent,CWL
palometa,frequent,CWL
palooka,frequent,CWL
palouser,frequent,CWL
palpability,frequent,CWL
palpable,frequent,CWL
palpebral,frequent,CWL
palpitant,frequent,CWL
palpitation,frequent,CWL
paludal,frequent,CWL
palustrine,frequent,CWL
palynology,frequent,CWL
pamphlet,frequent,CWL
pamphleteer,frequent,CWL
panacea,frequent,CWL
panacean,frequent,CWL
panache,frequent,CWL
panary,frequent,CWL
panbroil,frequent,CWL
pancreatitis,frequent,CWL
pandiculation,frequent,CWL
panegyric,frequent,CWL
panelist,frequent,CWL
panettone,frequent,CWL
panickiness,frequent,CWL
panoramic,frequent,CWL
pantisocracy,frequent,CWL
pantomime,frequent,CWL
papacy,frequent,CWL
paparazzi,frequent,CWL
papeterie,frequent,CWL
paprika,frequent,CWL
papyrus,frequent,CWL
parable,frequent,CWL
parabolize,frequent,CWL
parabulia,frequent,CWL
parachute,frequent,CWL
paraclete,frequent,CWL
paradigm,frequent,CWL
paradise,frequent,CWL
parador,frequent,CWL
paradox,frequent,CWL
paraffinic,frequent,CWL
paragraph,frequent,CWL
parallax,frequent,CWL
parallel,frequent,CWL
paralogize,frequent,CWL
paralysis,frequent,CWL
paramedic,frequent,CWL
paramount,frequent,CWL
paranoia,frequent,CWL
paraparesis,frequent,CWL
parapet,frequent,CWL
paraph,frequent,CWL
paraphernalia,frequent,CWL
paraphrasable,frequent,CWL
paraplegic,frequent,CWL
parasite,frequent,CWL
parasitic,frequent,CWL
parasol,frequent,CWL
parboil,frequent,CWL
parcel,frequent,CWL
pare,frequent,CWL
parenthesize,frequent,CWL
parfait,frequent,CWL
pariah,frequent,CWL
parietal,frequent,CWL
parishioners,frequent,CWL
parity,frequent,CWL
parkin,frequent,CWL
parlance,frequent,CWL
parliament,frequent,CWL
parochial,frequent,CWL
parodist,frequent,CWL
parody,frequent,CWL
paroemia,frequent,CWL
paroxysm,frequent,CWL
paroxysmal,frequent,CWL
parquet,frequent,CWL
parrhesia,frequent,CWL
parsec,frequent,CWL
parsimony,frequent,CWL
parsnip,frequent,CWL
parterre,frequent,CWL
parthenogenesis,frequent,CWL
partridge,frequent,CWL
parturition,frequent,CWL
parvenuism,frequent,CWL
pasigraphy,frequent,CWL
pasimology,frequent,CWL
pasqueflower,frequent,CWL
pasquinade,frequent,CWL
passementerie,frequent,CWL
passenger,frequent,CWL
passerine,frequent,CWL
pasteurization,frequent,CWL
pasteurize,frequent,CWL
pastiche,frequent,CWL
pasture,frequent,CWL
patache,frequent,CWL
patella,frequent,CWL
pathogeny,frequent,CWL
pathos,frequent,CWL
patois,frequent,CWL
patriarch,frequent,CWL
patrician,frequent,CWL
patriciate,frequent,CWL
patrikin,frequent,CWL
patriot,frequent,CWL
patroness,frequent,CWL
patronymic,frequent,CWL
patulous,frequent,CWL
patzer,frequent,CWL
paucispiral,frequent,CWL
paucity,frequent,CWL
paunchiness,frequent,CWL
paupiette,frequent,CWL
pavement,frequent,CWL
pavilion,frequent,CWL
pavonine,frequent,CWL
paysanne,frequent,CWL
peaceable,frequent,CWL
pearlescent,frequent,CWL
pearly,frequent,CWL
peccadillo,frequent,CWL
peculiar,frequent,CWL
pecuniary,frequent,CWL
pedagogist,frequent,CWL
pedantic,frequent,CWL
pedestrian,frequent,CWL
pedicure,frequent,CWL
pedodontist,frequent,CWL
peekaboo,frequent,CWL
peerless,frequent,CWL
peevishly,frequent,CWL
peirastic,frequent,CWL
pejorative,frequent,CWL
pelagic,frequent,CWL
pelican,frequent,CWL
pelisse,frequent,CWL
pellagra,frequent,CWL
pellucid,frequent,CWL
Peloponnesian,frequent,CWL
pemphigoid,frequent,CWL
penalty,frequent,CWL
penance,frequent,CWL
penchant,frequent,CWL
pencraft,frequent,CWL
pendeloque,frequent,CWL
pendulum,frequent,CWL
penguin,frequent,CWL
penicillin,frequent,CWL
peninsula,frequent,CWL
penitence,frequent,CWL
penitentiary,frequent,CWL
pennant,frequent,CWL
pensive,frequent,CWL
pentathlon,frequent,CWL
pentecostys,frequent,CWL
penumbra,frequent,CWL
penurious,frequent,CWL
penury,frequent,CWL
peony,frequent,CWL
perambulate,frequent,CWL
perceive,frequent,CWL
perceptible,frequent,CWL
percipient,frequent,CWL
percnosome,frequent,CWL
percolate,frequent,CWL
percussor,frequent,CWL
peregrinate,frequent,CWL
peremptory,frequent,CWL
perennate,frequent,CWL
perennial,frequent,CWL
perestroika,frequent,CWL
perezone,frequent,CWL
perfervid,frequent,CWL
perfidious,frequent,CWL
perfidy,frequent,CWL
perforate,frequent,CWL
perfume,frequent,CWL
pergelisol,frequent,CWL
Periclean,frequent,CWL
perigee,frequent,CWL
perinatal,frequent,CWL
peripatetic,frequent,CWL
peripety,frequent,CWL
peripheral,frequent,CWL
periphery,frequent,CWL
periphrasis,frequent,CWL
perishable,frequent,CWL
peristalsis,frequent,CWL
perjury,frequent,CWL
perlustrate,frequent,CWL
permanence,frequent,CWL
permeable,frequent,CWL
permeate,frequent,CWL
pernicious,frequent,CWL
pernoctate,frequent,CWL
peroration,frequent,CWL
perpendicular,frequent,CWL
perpetual,frequent,CWL
perplexing,frequent,CWL
perquisite,frequent,CWL
persecute,frequent,CWL
perseverance,frequent,CWL
persevere,frequent,CWL
persevered,frequent,CWL
persiflage,frequent,CWL
persillade,frequent,CWL
persimmon,frequent,CWL
personification,frequent,CWL
personnel,frequent,CWL
perspicacious,frequent,CWL
perspicuity,frequent,CWL
perspiration,frequent,CWL
persuade,frequent,CWL
pertinacious,frequent,CWL
pertinent,frequent,CWL
pertinently,frequent,CWL
perusal,frequent,CWL
peruse,frequent,CWL
pervasive,frequent,CWL
pervicacious,frequent,CWL
perwitsky,frequent,CWL
pessimist,frequent,CWL
pestilence,frequent,CWL
pestle,frequent,CWL
petchary,frequent,CWL
petechia,frequent,CWL
petrogeny,frequent,CWL
petrolage,frequent,CWL
petroleum,frequent,CWL
petrophilous,frequent,CWL
pettifogger,frequent,CWL
petulance,frequent,CWL
petulant,frequent,CWL
petunia,frequent,CWL
phaeton,frequent,CWL
phalacrosis,frequent,CWL
phalanx,frequent,CWL
phansigar,frequent,CWL
pharaoh,frequent,CWL
pharisaical,frequent,CWL
pharmaceutical,frequent,CWL
pharos,frequent,CWL
pharynx,frequent,CWL
phase,frequent,CWL
pheasant,frequent,CWL
phenomenon,frequent,CWL
pheon,frequent,CWL
pheromone,frequent,CWL
phew,frequent,CWL
phial,frequent,CWL
philatelist,frequent,CWL
philately,frequent,CWL
philharmonic,frequent,CWL
philhellene,frequent,CWL
philippic,frequent,CWL
philippics,frequent,CWL
philistine,frequent,CWL
phillumenist,frequent,CWL
philologist,frequent,CWL
philology,frequent,CWL
philomath,frequent,CWL
philosopher,frequent,CWL
phlebitis,frequent,CWL
phlebotomize,frequent,CWL
phlegm,frequent,CWL
phlegmatic,frequent,CWL
phloem,frequent,CWL
phlox,frequent,CWL
phocine,frequent,CWL
phoenix,frequent,CWL
phonasthenia,frequent,CWL
phoresy,frequent,CWL
phosphoresce,frequent,CWL
photogenic,frequent,CWL
photogrammetry,frequent,CWL
photograph,frequent,CWL
photophygous,frequent,CWL
photosynthesis,frequent,CWL
phraseology,frequent,CWL
phrasing,frequent,CWL
phrenology,frequent,CWL
phylactery,frequent,CWL
phylliform,frequent,CWL
phyllophorous,frequent,CWL
phylon,frequent,CWL
physically,frequent,CWL
physician,frequent,CWL
physicist,frequent,CWL
physics,frequent,CWL
physiognomy,frequent,CWL
physique,frequent,CWL
phytocoenosis,frequent,CWL
phytophilous,frequent,CWL
piacular,frequent,CWL
pianissimo,frequent,CWL
piazza,frequent,CWL
pica,frequent,CWL
picaresque,frequent,CWL
picayune,frequent,CWL
piccalilli,frequent,CWL
piccata,frequent,CWL
piccolo,frequent,CWL
pickelhaube,frequent,CWL
pickle,frequent,CWL
picnicking,frequent,CWL
pictorialism,frequent,CWL
picturesque,frequent,CWL
pidan,frequent,CWL
piecemeal,frequent,CWL
piety,frequent,CWL
pigeon,frequent,CWL
pignorate,frequent,CWL
pilaster,frequent,CWL
pilchard,frequent,CWL
pilferage,frequent,CWL
pilgrimage,frequent,CWL
pillar,frequent,CWL
pillbox,frequent,CWL
pillion,frequent,CWL
pillory,frequent,CWL
piloncillo,frequent,CWL
pinafore,frequent,CWL
pinioned,frequent,CWL
pinnacle,frequent,CWL
pinnigrade,frequent,CWL
pinniped,frequent,CWL
pinocytosis,frequent,CWL
pintle,frequent,CWL
pioneer,frequent,CWL
pious,frequent,CWL
piquancy,frequent,CWL
piqued,frequent,CWL
piracy,frequent,CWL
pirouette,frequent,CWL
piscatorial,frequent,CWL
pistachio,frequent,CWL
piston,frequent,CWL
pitcher,frequent,CWL
piteous,frequent,CWL
pitiable,frequent,CWL
piton,frequent,CWL
pittance,frequent,CWL
pityriasis,frequent,CWL
pivot,frequent,CWL
pivotally,frequent,CWL
pizzeria,frequent,CWL
pizzicato,frequent,CWL
placable,frequent,CWL
placatory,frequent,CWL
placebo,frequent,CWL
placet,frequent,CWL
placidity,frequent,CWL
plagiarism,frequent,CWL
plagiarize,frequent,CWL
plaintiff,frequent,CWL
planetarium,frequent,CWL
planetary,frequent,CWL
plangi,frequent,CWL
plantar,frequent,CWL
plasticize,frequent,CWL
platelet,frequent,CWL
platinum,frequent,CWL
platypus,frequent,CWL
plaudit,frequent,CWL
plauditory,frequent,CWL
plaustral,frequent,CWL
playwright,frequent,CWL
pleach,frequent,CWL
plenary,frequent,CWL
